author_id,created_at,id,lang,public_metrics_like_count,public_metrics_quote_count,public_metrics_reply_count,public_metrics_retweet_count,text
66214850,2021-11-04 00:59:22+00:00,1456063487051018240,en,300,1,4,48,"Why would I wanna talk with someone who defamed me? Someone who labeled me “lesbophobic” and told people to STEAL from a Black disabled queer woman and the entire team? 

You can’t be serious. You and all those stans kept this shit up for MONTHS harassing me on every platform. https://t.co/kS9Hck5v6z"
791069085454827520,2021-10-30 19:55:11+00:00,1454537387372122119,en,46347,1911,1727,9038,Just another day being a woman in the world! The amount of times that I deal with street harassment as a female journalist who works alone is exhausting. Notice how quickly this man got angry when I tried to *politely* dismiss him so I could DO MY JOB. https://t.co/jKsnQMfsIs
3197363940,2021-10-26 03:38:26+00:00,1452842026362290176,en,1336,128,40,55,"I keep being called out and harass for 4 months until now for saying editing art is bad, I even said sorry for it 🥱Can't people just go outside and touch some grass? It's like they don't have their real life and their 2D life is everything to them so they need to fight for it"
1440435793139408901,2021-10-03 05:33:08+00:00,1444535969718353922,en,1,1,1,0,@OutsidetheBoard @DonoraBeaveguti @ArrestCrooks @artofmmignola This is the user NomadicTrek from back in 2016. Bottom left. He is an old man. https://t.co/Gqv8CU37Xc
1440435793139408901,2021-10-21 22:16:02+00:00,1451311341168435211,en,0,0,1,0,"@ArrestCrooks @NomadicTrek @FBIDenver @FBI Well now that Brian has been confirmed to be deceased, will you apologize to NomadicTrek now??? Or do you STILL think it’s Brian communicating from beyond the veil?"
430958876,2021-10-13 17:03:01+00:00,1448333464604917770,en,462,53,247,28,"I can have thousands of people insulting me, huge influencers roast me, Cory Barlog himself ridicule me, and that's fine. But this shit right here is where I draw the line. I'm taking the post down because this is insane. https://t.co/sqe78Zphd3"
2713098134,2021-10-08 22:18:40+00:00,1446600960449593346,en,20910,241,77,3054,nO oNe wAnTs tO wOrK!1 https://t.co/X0asAIdCi5
983060901711499264,2021-01-08 14:46:07+00:00,1347555186760437760,en,15,8,11,0,"Please give this a read. I'm sorry to the people that I've hurt, and I'm actively working on my behavior and bettering myself. https://t.co/Ws326M03sM"
21366823,2021-10-02 05:08:59+00:00,1444167506260893698,en,3115,570,145,375,"The Boyz's Sunwoo snaps back at a fan who told him to lose weight, then apologizes for his 'impulsive comment'
https://t.co/vsAsauJqlW"
1332650901711036417,2021-09-26 14:09:27+00:00,1442129190933839875,en,4,1,1,0,"Them: “I do still consider you a friend” [discord 06/05/2021]
Also them: see picture (not only twitter tho)

Reason? I told them I was suicidal 🙃
I can’t believe I hurt myself, got depressed and wanted to die because of this. I love my friends who r still with me 💗 https://t.co/weSR2o1oRs"
851163722718609409,2021-09-26 07:32:31+00:00,1442029300056797185,en,1,1,0,3,@TwitterSupport @TwitterSafety someone replied to me on a text thread. I did not initiate w/ them. I’ve reported this behavior so many times. Is anyone willing to stop sexual harassment? Are you @Jack? https://t.co/cOwNQRs3jy
1640929196,2021-09-25 14:27:12+00:00,1441771272216645637,en,12390,161,515,3011,"PRO TIP: Don't waste your time and energy arguing with trolls. It makes no difference, they are here to stir you up and piss you off.

Just block and keep it moving. That's how you win.

PASS IT ON."
1065703451051593728,2021-09-19 08:28:13+00:00,1439506602143399937,en,1482,15,790,41,"Dear Roblox players, have you ever met a toxic player in a game?"
1396138228340510725,2021-09-17 16:06:59+00:00,1438897279532818433,en,301,4,147,17,"To the ladies, have you ever been harassed by a man, whether you’re walking by, or at work, or just sitting on a train or bus? Even on twitter? I reckon a lot of us have at one point or another"
272985460,2021-09-11 03:21:50+00:00,1436530396330663936,en,198428,395,192,8879,things are heating up at the alley https://t.co/Br54bafDt1
253178454,2021-09-01 17:05:42+00:00,1433113851684442120,en,3238,151,162,291,"So Shoe is now the social media coordinator for a deeply RW populist group. It seems they endorse exclusively RW candidates, they oppose vax mandates FOR TEACHERS. Other members are 'patriots' who commonly RT Don Trump Jr &amp; other RW dorks... 

Wowee zowee, Shoe has come so far... https://t.co/hBQ3U3EFpZ"
2176796415,2021-08-31 09:04:17+00:00,1432630309439299587,zxx,2,1,2,0,https://t.co/6nLpjR6NgH
335996055,2021-08-26 14:57:43+00:00,1430907314043719683,en,23882,2632,4373,10850,"We can confirm that the explosion at the Abbey Gate was the result of a complex attack that resulted in a number of US &amp; civilian casualties. We can also confirm at least one other explosion at or near the Baron Hotel, a short distance from Abbey Gate. We will continue to update."
277880167,2021-08-26 14:51:01+00:00,1430905627287511052,en,321,2,24,6,"@mtaibbi @chadloder @RonnieMcCrayJr Yes, I 100% understand that you don’t care about this issue unless it directly affects you—that’s the whole point!"
1413636084953669632,2021-08-24 14:33:36+00:00,1430176468156485633,en,209,4,3,16,"psa: stop pretending like the fandom is perfect. there's tons of drama, it can be toxic, there's people making u feel like ur a fake fan every minute. people are lovely. but we should speak about all things in the fandom instead of acting like it's all butterflies and rainbows"
1405009250913599489,2021-08-19 20:27:43+00:00,1428453648095498243,en,4,1,1,0,"@bath_boi @OfficialGami do you ever stop talking about Vaush? you've tweeted about him so much recently it's actually nuts 
https://t.co/4EqXDepJsE"
2158712993,2021-08-19 17:10:30+00:00,1428404013876322304,en,2030,1661,529,961,"This gent sent through a voice note to a talk show, about how his wife was gang raped by 3 guys while doing her first year and she is still traumatized by it. What's eating him is that she doesn't know till today that he was one of those 3 guys and doesn't know what to do 😩"
23970102,2021-08-10 17:25:55+00:00,1425146404603940867,en,2509,1221,6382,372,"Like Cuomo, many of the loudest woke voices have quiet resumes that are appalling; especially in the media and in Hollywood."
232268199,2021-08-10 15:53:34+00:00,1425123162174414851,en,3254,731,4864,826,Addressing the people of New York. Watch LIVE: https://t.co/0DOItVsW23
2703256003,2021-08-01 14:28:00+00:00,1421840140863946752,en,3,1,1,0,@MgtowRadical @BlackMambaFan09 @BiddyCross @stevek3384 @amanda_pompili @MasterMorgan317 @3nigmatic_01 @beeonroids @ValyrianRose @ShotgunRain5746 @joy_afi @AliceCasper16 @DavidsonYorick @Noellenarwhal @missmiaow007 @TinFoilAwards @EXPELincels @athenapandora7 @Tekla_Too @annaeck73 @SR_Duncan @AvaGraceVIP @Wakerifes @GameOverRos @fountainclown @j_bbrav0 @eatadickchad @blackishmonday @IchiRuki04 @shakesp33194389 @ScienceBackyard @duran_fan33 @Jim49051110 @SuperRealScott @BynameRose @SlenderSkeptic @NinjaSocialist @AnnmarieSwims @Pissingmyshort1 @Holdenheim1 @aladrost @ChrisTarrant8 @RogueArtemis @SigmaKushWaffle @Ponderer_O_Purg @MedusaHypatia @FlaviusPetrus1 @aGPSisbetter @Purpleh10028498 @Scrappy07728771 Only to that man. If you're worried about who I married you can eat my ass
2703256003,2021-08-10 15:20:55+00:00,1425114948074627078,en,5,0,2,0,"@MgtowRadical @MasterMorgan317 @stevek3384 @ShotgunRain5746 @AvaGraceVIP @AliceCasper16 @missmiaow007 @3nigmatic_01 @Awithonelison @ValyrianRose @amanda_pompili @BiddyCross @beeonroids @athenapandora7 @aladrost @EXPELincels @DavidsonYorick @BlackMambaFan09 @joy_afi @Noellenarwhal @TinFoilAwards @Tekla_Too @annaeck73 @SR_Duncan @Wakerifes @GameOverRos @fountainclown @j_bbrav0 @eatadickchad @blackishmonday @IchiRuki04 @shakesp33194389 @ScienceBackyard @duran_fan33 @Jim49051110 @SuperRealScott @BynameRose @SlenderSkeptic @NinjaSocialist @AnnmarieSwims @Pissingmyshort1 @Holdenheim1 @ChrisTarrant8 @RogueArtemis @SigmaKushWaffle @Ponderer_O_Purg @MedusaHypatia @FlaviusPetrus1 @aGPSisbetter @Purpleh10028498 Do you mean tweeted, because if you are saying I have messaged you, you are categorically lying?"
3238448948,2021-08-06 05:37:32+00:00,1423518582583939077,en,760,29,14,225,"A periodic reminder that if you're dealing with harassment on twitter, check to see what lists you are on. This one wasn't going anywhere, but sometimes these have hundreds or thousands of followers. 

If you block the list owner, you are removed from the list. https://t.co/GSZ5E3fWn3"
1331558059349458944,2021-08-03 12:34:28+00:00,1422536343872098310,en,7383,895,27,2720,"[💌💭] 210803 

Message is here! 

(sent 9:23-9:30PM KST) https://t.co/hz1i9ItEud"
261137809,2021-07-20 05:55:15+00:00,1417362449154539522,en,0,1,0,0,"For the sake of having my point stand on its own merits I have [REDACTED] the names of those involved. 

If you do not want to be harassed it is a good thing to practice not harassing others. 

If you want to be treated with respect, treat others with respect. PERIOD #philosophy https://t.co/RxZJny2Pzv"
1344117198772600832,2021-07-18 18:21:03+00:00,1416825357584457740,en,6,1,0,0,If i had a large platform my apologies would be way better than these big profile people
17372405,2021-07-14 19:38:17+00:00,1415395245177532416,en,2018,114,542,262,@davenewworld_2 Thank you for sharing this. This video has been brought to our attention and we are actively investigating it. The conduct in this video does not in any way reflect the views or beliefs of Kaiser Permanente.
1067872726038323200,2021-07-15 12:47:22+00:00,1415654219277873154,en,1,1,0,0,i genuinely feel bad for the women that play this horrible game children who are barley mature just don’t know how to act over a screen but like on the other hand i’m equally disrespectful if you suck at the game you suck i’m calling you bad no matter your gender 🥱 https://t.co/sb503W7bWY
1313891556378775558,2021-07-08 13:27:22+00:00,1413127572947230726,en,10,3,7,0,someone of my friends are close friends with people who harassed me over kluc and I don't know how to feel about it. everytime I interact with them I see those people in their comments and I'm just like ... oh
350822109,2021-07-02 14:06:33+00:00,1410963104712826885,en,2252,246,591,456,College students are out of control https://t.co/3TyHmtPgfP
56157918,2021-07-01 19:21:54+00:00,1410680077197606913,en,511,337,415,152,"WATCH: Canada Day celebrations in Calgary turned ugly for #Alberta Health Minister @shandro’s family, who were accosted by protesters.  Chants of ‘Lock Shandro Up”  from those against all public health restrictions implemented in the past 16 months. https://t.co/IKS6cE23cM"
41778159,2021-06-29 07:18:01+00:00,1409773130084671490,et,3342,253,649,445,Heks. https://t.co/MBeod4JL6h
1390787888,2021-06-17 22:30:13+00:00,1405654039174422528,en,4,1,0,0,"@sunlorrie That’s what happens when speech writer throws a bunch of meaningless words into the virtue machine 

The thing is tired and running out of ways to string coherent sentences together"
1278492103966773248,2021-06-03 14:11:23+00:00,1400455075470843910,en,10,167,42,5,Blackpink fans aka Blonks must apologies to Rovin now for harassing him. You all are embarrassment to Blackpink! #BlonkApologiestoRovin https://t.co/CJPVv5otzT
1269132220725411842,2021-05-31 07:52:41+00:00,1399272607678144513,en,66808,98,52,570,"Criticism is deserved if anybody makes mistakes, even if they are unintentional. No one is immune to criticism. I could have said nothing at all and continued on, but I chose to say something because I felt it was the right thing to do. I'm glad that I did"
4706615712,2021-05-14 19:50:37+00:00,1393292689207173123,en,12,1,6,1,#We need them in our #Dateline fam @JolieC please tag Unc i can’t get his @ right.😂 @AnneLaBarbera @itsmygreylife @kimster_giggles 🤣😂 https://t.co/ctMNZQU1XM
1499010943,2021-05-13 15:02:24+00:00,1392857767237623813,en,493,151,119,270,Read report on PM @JustinTrudeau by #EthicsCommissioner Dion: No contravention found as #COIAct does not capture appearance of #ConflictOfInterest ➔ https://t.co/1gC4t76pVU #CdnPoli #Canada #WE https://t.co/LaDiYQwvPv
1174049004713328640,2021-05-07 04:08:59+00:00,1390519002351419395,en,361,72,206,13,"Hello everyone, this is a friend of Jay's typing a message from Jay.
There is a lot going on right now. Some of my actions have culminated into this. Short thread ⬇️"
1295872862297890816,2021-05-07 19:08:29+00:00,1390745370167185408,en,2591,212,31,588,"Interview Summary of Yams from Bessatsu Shounen magazine
+1 https://t.co/h4UzXxai1T"
792201710391455746,2021-05-06 21:11:52+00:00,1390414032239316995,en,149,6,4,38,y’all made a journalist who’s also a whole nctzen go private cause she was excited for a new nct project 😐
1352837694565404677,2021-05-03 14:55:23+00:00,1389232124599824384,en,225,10,5,94,"To the person who cosplaying become v fans shamed of you. Because our idol never teach us to harrased someone. And then, i know you're his antis. Become after you get exposed, you DELETED your email. Why? Are scared because it's connect to your twitter account? https://t.co/NAytTQ9SEN https://t.co/uK46EqX7fB"
1318261045979353088,2021-05-02 00:40:16+00:00,1388654537641054216,en,0,1,1,0,"@pi_mij @PheeniXRizen @cbapiaz @EmbersCole @ginacarano Both those people are still employed, still maintain a social media presence, and still live their lives like normal prople. https://t.co/1GX7r64yN4"
3132766065,2021-04-26 03:32:56+00:00,1386523664418439171,en,13,1,6,1,YOU WILL NOT STOP ME FROM FAVING GOOD ART. LEROOOOOOOOOOOOOY JEEEEEEENKIIIIIIIIIIIIIINNNNNNNNSSSSS!!! https://t.co/HrMy9ULm2A
116502194,2021-04-25 15:54:31+00:00,1386347903233445889,en,213,36,147,32,"“No woman serving Canada should be sexually harassed while doing that, and I’m happy right now today to apologize to any woman who was sexually harassed while serving her country,"" Freeland said. 

https://t.co/DmDFHvZbbK"
3752555182,2021-04-15 08:04:28+00:00,1382605730126106625,en,0,0,3,0,"@Shinaiborne I know this is confusing and kind of funny and stupid of me but if you read my pinned message and watch part 2, I corrected myself and further explained the problem because I couldn’t do it in a 60 second video. https://t.co/PsqOX4Gr1P"
730832775306223616,2021-04-15 00:33:25+00:00,1382492218976579586,en,1,1,2,1,Where did i say that? Instead of dog pilling Armys to take down an inocent post how about go after the idiots that drag the boys and us over the dumbest shit https://t.co/suNd8XWmOZ
2187489492,2021-04-14 19:22:53+00:00,1382414070897336334,zxx,4717,273,182,480,https://t.co/s9DkUxlw9J
725680865116884993,2021-04-01 12:38:14+00:00,1377601196375019521,en,2,1,1,2,Unfortunately this heinous act still happens. Could remember I went to the market to get some stuff at Dugbe market. I came with my 3 months old baby but told my sis to stay in the car and watch her for me. I quickly entered the market and that was how this guy started tailing me https://t.co/VkxCHfxObk
1884835574,2021-04-01 10:52:18+00:00,1377574535537389571,en,6,1,0,0,"I relate to this a lot to this on a personal level and it's true. I sometimes think how it isn't fair what happened, but seeing a post like this reminds me that I did what I could when I was still willing to put up w/ their bs. Now, it's just foh. https://t.co/K9VIMaJyus"
602993818,2021-03-31 19:24:29+00:00,1377341046854541315,en,10160,6226,1187,662,@MILFSCM It’s also not that hard for you to not tell what to do 🤷🏼‍♀️
1355764138958610434,2021-03-27 10:42:23+00:00,1375760101013823488,hi,67,1,0,18,पंचायत चुनाव के मद्देनजर बलिया में प्रदेश प्रभारी व राज्यसभा सांसद @SanjayAzadSln जी ने पत्रकारों को संबोधित किया। https://t.co/KjVoIQXSFa
141340275,2021-03-23 07:06:55+00:00,1374256326981812230,en,160,150,18,59,L*na W*ithe should've been banned from doing anything else ever again after writing this scene https://t.co/vJkEGJo3CF
604940737,2021-03-22 15:52:20+00:00,1374026165803839492,en,70,9,19,3,4. Also lost in the larger narrative is that the real problem was never Tanden's tweets (strongly worded but usually within bounds of fair comment) but the truly unhinged Tanden Trolls that she cultivated and encouraged. But you have to be as online as her to know that.
3178724220,2021-03-13 03:54:35+00:00,1370584044426166273,en,2511,125,112,692,"OtakoStudios aka Andre Jean-Luc Tucker was arrested for sexual assault towards a 12 year old minor. He will be in prison for 10 years.

I gained access to his account to delete things, DM if you want anything deleted that you may have produced for him.
https://t.co/os3kMOLRMz https://t.co/H0eWgtDkcc"
925489214849986560,2021-03-11 01:06:39+00:00,1369817008146092034,en,14505,298,89,1174,"tw// suicide 

so twitter, answer this for me:

what will you do when you find out that one of these people that you harrassed eventually do give in? when you see the announcement that they actually did the things you told them to?

content creators are human. treat them like it."
17659957,2021-03-09 02:52:07+00:00,1369118773446328320,en,373,4,2,38,"@catttlin_ you are under NO obligation to forgive your abuser!! EVER!!!! there's a difference between moving on as the person the trauma made you into, and dwelling on it. refusing to forget what your abuser put you through doesn't necessarily mean you're dwelling."
558180233,2021-03-06 15:16:11+00:00,1368218862202875906,en,506,165,2221,68,Should Gov. Cuomo step down?
19367849,2021-02-28 22:38:06+00:00,1366155745398575104,en,721,566,458,272,"BREAKING: Andrew Cuomo issues a new statement.

""I acknowledge some of the things I have said have been misinterpreted as an unwanted flirtation. To the extent anyone felt that way, I am truly sorry about that."" https://t.co/Nxg0HLHDfL"
1159451465242546178,2021-02-12 02:12:07+00:00,1360049010183143428,en,3,10,2,0,"Please read fully.

I have been bullied and harassed through my life. I have thought of suicide. I cope with dark humor. I have ADHD and act without thinking. I shouldn't have sent that DM to Isaiah. It was insensitive and rude. I'm sorry to anyone my jokes may have hurt. I..."
1236301494321852416,2021-02-08 15:33:50+00:00,1358801217112186891,en,3,1,4,1,"Guys, please block @ Tuscher5 he somehow followed me and harassed my mutuals...

just found out about that.

Also, gonna go through my followers now and check them!"
28785486,2021-02-04 21:52:06+00:00,1357446860949114882,en,148,40,264,32,"Minority Leader McCarthy says Rep. Marjorie Taylor Greene's comments and posts ""do not represent the values of my party...I condemn those views unequivocally.""

McCarthy says Greene apologized for her past comments. ""I will hold her to her words and her actions moving forward."" https://t.co/1G9eqecG3L"
874457221014466562,2021-02-04 17:54:01+00:00,1357386943747792900,en,37,1,0,7,@mtgreenee You are a liar begging. We see right through you. https://t.co/mYw6X0O3RL
972266805556326400,2021-02-03 22:27:46+00:00,1357093449703514114,en,183,19,17,30,"For those people who cancelled him in the first place without actually knowing the true facts 100% and now going back to ""i knew he was innocent""..no u didn't. U were quick to judge and condemn him and attack ppl for defending him. Well done! https://t.co/KnBJ26orqh"
873422783119806464,2021-02-02 15:26:24+00:00,1356625019632300033,en,5743,51,38,825,Since the thread is dead and nobody will see it my colleague got ratioed by Adam Ellis with fake evidence and I don't stand for that https://t.co/nLWWXIDUB0
1339574600913448960,2021-02-02 01:00:08+00:00,1356407015694757889,en,0,0,1,0,"This is so wrong and outrageous. 💔
No asking for permission, no compensation, not credited by name, no respect, no moral ethics.
It's awful that these things keep happening. 😭
https://t.co/cnRkoP3ZKf"
2884771,2021-01-29 05:30:26+00:00,1355025490982133760,en,260,70,395,76,"Rep. Chip Roy demands AOC apologize to Ted Cruz for ""almost had me murdered"" tweet https://t.co/c998cNqDx5"
2960017086,2021-01-27 05:08:14+00:00,1354295126575652867,en,1255,12,56,89,"Happy birthday, Boss. You were my hero then and you’re even more so now that I know what a truly kind and (annoyingly 😋) brilliant person you truly are.  Thanks for being the mentor I never listen to... 😉🎂🖤🖤 https://t.co/fwO6lU73sZ"
447255175,2021-01-26 22:09:29+00:00,1354189743672725514,en,0,1,2,0,I love how people talk shit but then turn their comments off 😂 https://t.co/s7GUEdQlaN
654203,2021-01-24 18:31:46+00:00,1353410181011447808,en,42,28,78,25,Police Minister General Bheki Cele says he has spoken to the National Police Commissioner General Khehla Sitole to launch an investigation into the conduct of Mpumalanga Premier Refilwe Mtsweni-Tsipane. https://t.co/hyTsw0bn92
347652108,2021-01-23 03:14:50+00:00,1352817037589045248,en,1665,2337,688,752,"Ladies, what is or was the worst response you have gotten from a man when you rejected his advances? Wether it was online or person."
1109505319103717376,2021-01-19 22:31:14+00:00,1351658501924286465,en,0,1,1,0,"@vampymin some person in my ccs said this translator is a jimin anti and doesnt believe in brand reputation,, i said sure okay i dont follow them but ill ignore them for now on,,, so i accidentally posted on here so i go to sleep and wake up to 30+ people in my mentions some jm antis"
168240281,2021-01-19 22:29:54+00:00,1351658169056034821,en,0,0,1,0,@courtjimin what happened ??
1085522008471818240,2021-01-19 16:44:38+00:00,1351571278478471171,en,5568,6388,1797,712,"I would like to apologize for my poor choice of words, and lack of judgment relating to the recent situation https://t.co/ElvyEQJkGu"
